data_checker,data_collector,state,statute_id,statute_name,year,estimated_amount,penalty_type,penalty_amt_min,penalty_amt_max,penalty_amt_fixed,penalty_other,Notes,is_discretionary_text,has_min,has_max,has_fixed,has_numeric_amount,amount_type
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2011,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2018,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2019,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_62,ariz. rev. stat. ann. § 28-1382(e)(7),2023,$1250.00 - $1250.00,"DUI - Extreme Influence, Added Fee",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),1993,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),1995,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),1996,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),1996,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),1999,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),2002,$250.00 - $0,"Racing on highways, first violation",250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),2005,$250.00 - $0,"Racing on highways, first violation",250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),2021,$250.00 - $0,"Racing on highways, first violation",250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_63,ariz. rev. stat. ann. § 28-708(c),2021,$250.00 - $0,"Racing on highways, first violation",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),1993,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),1995,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),1996,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),1996,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),1999,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),2002,$500.00 - $0,Repeat highway racing violation.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),2005,$500.00 - $0,Repeat highway racing violation.,500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),2021,$500.00 - $0,Repeat highway racing violation.,500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_64,ariz. rev. stat. ann. § 28-708(d),2021,$500.00 - $0,Repeat highway racing violation.,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_65,ariz. rev. stat. ann. § 28-2532,1995,$50.00 - $300.00,failure to display license,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_65,ariz. rev. stat. ann. § 28-2532,1996,$50.00 - $300.00,failure to display license,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_65,ariz. rev. stat. ann. § 28-2532,1997,$50.00 - $300.00,failure to display license,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_65,ariz. rev. stat. ann. § 28-2532,2021,$50.00 - $300.00,failure to display license,,,300.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_66,ariz. rev. stat. ann. § 28-2533,1995,$300.00 - $300.00,failure to register,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_66,ariz. rev. stat. ann. § 28-2533,1996,$300.00 - $300.00,failure to register,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_66,ariz. rev. stat. ann. § 28-2533,2000,$300.00 - $300.00,failure to register,,,300.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_67,ariz. rev. stat. ann. § 28-1101(b),1996,$100.00 - $0,"weight violations - 1,001 to 1,250",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_67,ariz. rev. stat. ann. § 28-1101(b),2000,$100.00 - $0,"weight violations - 1,001 to 1,250",,,100.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_68,ariz. rev. stat. ann. § 28-1101(b),1996,$200.00 - $0,"weight violations - 1,251 to 1,500",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_68,ariz. rev. stat. ann. § 28-1101(b),2000,$200.00 - $0,"weight violations - 1,251 to 1,500",,,200.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_69,ariz. rev. stat. ann. § 28-1101(b),1996,$300.00 - $0,"weight violations - 1,501 to 2,000",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_69,ariz. rev. stat. ann. § 28-1101(b),2000,$300.00 - $0,"weight violations - 1,501 to 2,000",,,300.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_70,ariz. rev. stat. ann. § 28-1101(b),1996,$400.00 - $0,"weight violations - 2,001 to 2,500",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_70,ariz. rev. stat. ann. § 28-1101(b),2000,$400.00 - $0,"weight violations - 2,001 to 2,500",,,400.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_71,ariz. rev. stat. ann. § 28-1101(b),1996,$500.00 - $0,"weight violations - 2,501 to 3,000",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_71,ariz. rev. stat. ann. § 28-1101(b),2000,$500.00 - $0,"weight violations - 2,501 to 3,000",,,500.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_72,ariz. rev. stat. ann. § 28-1101(b),1996,$840.00 - $0,"weight violations - 3,001 to 3,500",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_72,ariz. rev. stat. ann. § 28-1101(b),2000,$840.00 - $0,"weight violations - 3,001 to 3,500",,,840.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_73,ariz. rev. stat. ann. § 28-1101(b),1996,$980.00 - $0,"weight violations - 3,501 to 4,000",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_73,ariz. rev. stat. ann. § 28-1101(b),2000,$980.00 - $0,"weight violations - 3,501 to 4,000",,,980.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_74,ariz. rev. stat. ann. § 28-1101(b),1996,$1120.00 - $0,"weight violations - 4,001 to 4,500",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_74,ariz. rev. stat. ann. § 28-1101(b),2000,$1120.00 - $0,"weight violations - 4,001 to 4,500",,,1120.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_75,ariz. rev. stat. ann. § 28-1101(b),1996,$1260.00 - $0,"weight violations - 4,501 to 4,750",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_75,ariz. rev. stat. ann. § 28-1101(b),2000,$1260.00 - $0,"weight violations - 4,501 to 4,750",,,1260.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_76,ariz. rev. stat. ann. § 28-1101(b),1996,$1400.00 - $0,"weight violations - 4,751 to 5,000",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_76,ariz. rev. stat. ann. § 28-1101(b),2000,$1400.00 - $0,"weight violations - 4,751 to 5,000",,,1400.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_77,ariz. rev. stat. ann. § 28-1101(b),1996,$1400 - $0 $100 for each 1000 pounds of excess weight ,"weight violations - 5,001 and over",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_77,ariz. rev. stat. ann. § 28-1101(b),2000,$1400 - $0 $100 for each 1000 pounds of excess weight ,"weight violations - 5,001 and over",,,1400.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_78,ariz. rev. stat. ann. § 28-8287(3),1995,$500.00 - $500.00,2nd offense - 28-8282 violation,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_78,ariz. rev. stat. ann. § 28-8287(3),2003,$500.00 - $500.00,2nd offense - 28-8282 violation,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_78,ariz. rev. stat. ann. § 28-8287(3),2005,$500.00 - $500.00,2nd offense - 28-8282 violation,500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_78,ariz. rev. stat. ann. § 28-8287(3),2008,$500.00 - $500.00,2nd offense - 28-8282 violation,500.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_79,ariz. rev. stat. ann. § 28-8287(6),1995,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, additional penalty",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_79,ariz. rev. stat. ann. § 28-8287(6),2003,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, additional penalty",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_79,ariz. rev. stat. ann. § 28-8287(6),2005,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, additional penalty",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_79,ariz. rev. stat. ann. § 28-8287(6),2008,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, additional penalty",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_80,ariz. rev. stat. ann. § 28-8287(7),1995,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, extra assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_80,ariz. rev. stat. ann. § 28-8287(7),2003,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, extra assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_80,ariz. rev. stat. ann. § 28-8287(7),2005,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, extra assessment.",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_80,ariz. rev. stat. ann. § 28-8287(7),2008,$1250.00 - $1250.00,"2nd offense - 28-8282 violation, extra assessment.",,,1250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),1995,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),1998,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),1998,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),1999,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),1999,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2000,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2003,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2004,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2005,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2005,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2006,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2006,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2006,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2007,$750.00 - $0,Aggravated DUI or physical control.,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2008,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2011,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2011,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2016,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2018,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2018,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2018,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_81,ariz. rev. stat. ann. § 28-1383(3),2019,$750.00 - $0,Aggravated DUI or physical control.,750.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),1995,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),1998,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),1998,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),1999,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),1999,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2000,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2003,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2004,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2005,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2005,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2006,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2006,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2006,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2007,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2008,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2011,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2011,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2016,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2018,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2018,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2018,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_82,ariz. rev. stat. ann. § 28-1383(2),2019,$250.00 - $250.00,"Aggravated DUI or physical control, additional assessment.",,,250.0,,,False,False,False,True,True,fixed
,Guiselle M. Delgadillo,arizona,az_83,ariz. rev. stat. ann. § 28-8284(c),1995,$250.00 - $0,Violation; classification,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_83,ariz. rev. stat. ann. § 28-8284(c),2005,$250.00 - $0,Violation; classification,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_83,ariz. rev. stat. ann. § 28-8284(c),2005,$250.00 - $0,Violation; classification,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_83,ariz. rev. stat. ann. § 28-8284(c),2008,$250.00 - $0,Violation; classification,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_84,ariz. rev. stat. ann. § 28-8284(d)(4),1995,$500.00 - $500.00,"Violation classification, extra fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_84,ariz. rev. stat. ann. § 28-8284(d)(4),2005,$500.00 - $500.00,"Violation classification, extra fee",,,,500.0,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_84,ariz. rev. stat. ann. § 28-8284(d)(4),2005,$500.00 - $500.00,"Violation classification, extra fee",,,,500.0,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_84,ariz. rev. stat. ann. § 28-8284(d)(4),2008,$500.00 - $500.00,"Violation classification, extra fee",,,,500.0,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_85,ariz. rev. stat. ann. § 28-8284(d)(5),1995,$500.00 - $500.00,"Violation classification, extra fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_85,ariz. rev. stat. ann. § 28-8284(d)(5),2005,$500.00 - $500.00,"Violation classification, extra fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_85,ariz. rev. stat. ann. § 28-8284(d)(5),2005,$500.00 - $500.00,"Violation classification, extra fee",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_85,ariz. rev. stat. ann. § 28-8284(d)(5),2008,$500.00 - $500.00,"Violation classification, extra fee",,,,500.0,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),1995,$250.00 - $0,DUI or physical control under influence,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),1997,$250.00 - $0,DUI or physical control under influence,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),1998,$250.00 - $0,DUI or physical control under influence,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),1999,$250.00 - $0,DUI or physical control under influence,,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2000,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2000,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2001,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2003,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2004,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2005,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2005,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2006,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2007,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2008,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2009,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2011,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2012,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2016,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2016,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2018,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2019,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2023,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_86,ariz. rev. stat. ann. § 28-1381(i)(2),2024,$250.00 - $0,DUI or physical control under influence,250.0,,,,,False,True,False,False,True,range
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),1995,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),1997,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),1998,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),1999,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),2000,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),2000,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),2001,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
,Guiselle M. Delgadillo,arizona,az_87,ariz. rev. stat. ann. § 28-1381(i)(4),2003,$500.00 - $500.00,"DUI or physical control, extra assessment",,,,,,False,False,False,False,False,none
